ResponseId,Age,Country,EdLevel,Employment,RemoteWork,DevType,YearsCodePro,OrgSize,ConvertedCompYearly,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,AISelect,AISent,AIBen
77177,45-54 years old,Slovakia,Some college/university study without earning a degree,"Employed, full-time","Hybrid (some remote, some in-person)",Product manager,27,20 to 99 employees,52474.0,EUR European Euro,Delphi;SQL,Microsoft SQL Server,"No, but I plan to soon",Unfavorable,Highly distrust
77292,45-54 years old,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",In-person,Database administrator,30,2 to 9 employees,53545.0,EUR European Euro,C#;Delphi;SQL,Firebird;Microsoft SQL Server;MySQL;SQLite,"No, and I don't plan to",,
52119,35-44 years old,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",In-person,Other (please specify):,16,2 to 9 employees,64254.0,EUR European Euro,C;Go;HTML/CSS;JavaScript;SQL;TypeScript,PostgreSQL;SQLite,Yes,Very favorable,Neither trust nor distrust
33286,25-34 years old,Germany,"Associate degree (A.A., A.S., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",11,100 to 499 employees,80317.0,EUR European Euro,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;TypeScript,PostgreSQL;SQLite,Yes,Favorable,Neither trust nor distrust
14563,25-34 years old,South Africa,Some college/university study without earning a degree,"Not employed, but looking for work",,"Developer, front-end",,,,,HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Cloud Firestore;Firebase Realtime Database;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Supabase,Yes,Indifferent,Neither trust nor distrust
35132,35-44 years old,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,Other (please specify):,,,,,Swift,,"No, and I don't plan to",,
22712,25-34 years old,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Engineer, data",8,"1,000 to 4,999 employees",91026.0,EUR European Euro,Bash/Shell (all shells);Lua;Python;SQL,Elasticsearch;MariaDB;PostgreSQL,"No, but I plan to soon",Favorable,Neither trust nor distrust
87353,18-24 years old,Saudi Arabia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Not employed, but looking for work",,Student,,,,,HTML/CSS;Python,PostgreSQL,Yes,Favorable,Neither trust nor distrust
36851,35-44 years old,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,"Developer, mobile",15,"1,000 to 4,999 employees",185000.0,USD	United States dollar,Swift,Firebase Realtime Database;SQLite,"No, and I don't plan to",,
71767,45-54 years old,Germany,Some college/university study without earning a degree,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Project manager,25,100 to 499 employees,74963.0,EUR European Euro,Bash/Shell (all shells);Delphi;HTML/CSS;JavaScript;Perl;Python;SQL;VBA,Elasticsearch;Firebird;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;PostgreSQL,"No, but I plan to soon",Indifferent,Somewhat distrust
12491,18-24 years old,Viet Nam,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work;Student, full-time",,Student,,,,,C;Go;HTML/CSS;JavaScript;TypeScript,Cloud Firestore;MongoDB,"No, but I plan to soon",Favorable,Neither trust nor distrust
7493,45-54 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, desktop or enterprise applications",25,500 to 999 employees,180000.0,USD	United States dollar,C;C++;Java;JavaScript;Python;Rust;Zig,,"No, but I plan to soon",Favorable,Somewhat trust
49170,35-44 years old,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,"Developer, back-end",16,"1,000 to 4,999 employees",170000.0,USD	United States dollar,HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,Dynamodb;Elasticsearch;MariaDB;MongoDB;MySQL;Redis,"No, but I plan to soon",Favorable,Somewhat distrust
43987,35-44 years old,United States of America,"Associate degree (A.A., A.S., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",12,"1,000 to 4,999 employees",120000.0,USD	United States dollar,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server,"No, but I plan to soon",Indifferent,Highly distrust
57630,18-24 years old,Germany,Something else,"Student, full-time",,,,,,,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL,InfluxDB;MariaDB;MySQL,"No, and I don't plan to",,
44374,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)","Employed, full-time",Remote,"Developer, full-stack",1,10 to 19 employees,67000.0,USD	United States dollar,,,Yes,Very favorable,Somewhat trust
31220,35-44 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",12,"10,000 or more employees",160000.0,USD	United States dollar,C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Dynamodb;Firebase Realtime Database;Microsoft SQL Server;MySQL;Oracle,Yes,Very favorable,Somewhat trust
83479,55-64 years old,United States of America,"Associate degree (A.A., A.S., etc.)","Employed, full-time",Remote,Other (please specify):,,,,,Python,,"No, but I plan to soon",Favorable,Neither trust nor distrust
22154,25-34 years old,South Africa,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, back-end",7,2 to 9 employees,62246.0,ZAR	South African rand,Bash/Shell (all shells);Go;Python;Rust;TypeScript,BigQuery;Clickhouse;DuckDB;Elasticsearch;MySQL;PostgreSQL;Redis;Snowflake,Yes,Very favorable,Somewhat trust
74429,18-24 years old,United States of America,Primary/elementary school,"Employed, full-time",Remote,"Developer, full-stack",2,100 to 499 employees,52000.0,USD	United States dollar,HTML/CSS;JavaScript;PHP,MySQL,Yes,Favorable,Neither trust nor distrust
53496,35-44 years old,Bulgaria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, back-end",24,20 to 99 employees,43794.0,BGN	Bulgarian lev,Elixir;Erlang;HTML/CSS;JavaScript;Lisp;PHP;SQL,Cockroachdb;MariaDB;MySQL;PostgreSQL;Redis;SQLite,"No, but I plan to soon",Favorable,Neither trust nor distrust
22999,45-54 years old,Argentina,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed;Student, part-time","Hybrid (some remote, some in-person)","Developer, full-stack",,,,,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL,MongoDB;MySQL;PostgreSQL,"No, and I don't plan to",,
27530,25-34 years old,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Data scientist or machine learning specialist,6,"10,000 or more employees",100000.0,USD	United States dollar,R;SQL,BigQuery;Elasticsearch;MongoDB;MySQL;PostgreSQL,Yes,Favorable,Somewhat trust
38215,25-34 years old,Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Data scientist or machine learning specialist,3,"1,000 to 4,999 employees",43947.0,CZK	Czech koruna,Bash/Shell (all shells);Julia;Python;R;SQL,,Yes,Favorable,Somewhat distrust
19385,Under 18 years old,Netherlands,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",Remote,"Developer, game or graphics",3,"Just me - I am a freelancer, sole proprietor, etc.",43436.0,EUR European Euro,Groovy;HTML/CSS;Java;JavaScript;Python,MariaDB;MySQL;Redis;SQLite,"No, and I don't plan to",,
63687,35-44 years old,Armenia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"Developer, back-end",18,2 to 9 employees,260.0,AMD	Armenian dram,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,Clickhouse;Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,Yes,Indifferent,Highly distrust
68278,18-24 years old,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",In-person,Other (please specify):,3,"10,000 or more employees",130115.0,CAD	Canadian dollar,Bash/Shell (all shells);C;C#;C++;F#;Lisp;Objective-C;SQL,BigQuery,"No, and I don't plan to",,
49320,18-24 years old,Netherlands,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Student, full-time",,,,,,,Bash/Shell (all shells);C;C++;JavaScript;Kotlin;PHP,,"No, and I don't plan to",,
21143,35-44 years old,Belgium,Primary/elementary school,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Developer, back-end",17,"Just me - I am a freelancer, sole proprietor, etc.",160634.0,EUR European Euro,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;PowerShell;Python;SQL;TypeScript,Cloud Firestore;Cosmos DB;Elasticsearch;Firebase Realtime Database;InfluxDB;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Yes,Favorable,Neither trust nor distrust
82674,35-44 years old,,,,,,,,,,,,,,
14168,45-54 years old,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)","Developer, QA or test",,,,,Bash/Shell (all shells);Java;PowerShell;Prolog;Scala;VBA,Microsoft SQL Server;MySQL,"No, and I don't plan to",,
17761,25-34 years old,Montenegro,Some college/university study without earning a degree,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Developer, front-end",7,20 to 99 employees,,EUR European Euro,HTML/CSS;JavaScript,MySQL,"No, but I plan to soon",Favorable,Somewhat trust
82589,18-24 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Employed, part-time;Student, part-time","Hybrid (some remote, some in-person)",Student,,,,,Assembly;Bash/Shell (all shells);C;C#;C++;Groovy;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle,Yes,Very favorable,Neither trust nor distrust
10928,25-34 years old,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time;Not employed, but looking for work",Remote,"Developer, full-stack",,,,,HTML/CSS;JavaScript;Ruby;SQL;TypeScript,MySQL,"No, and I don't plan to",,
18366,18-24 years old,Norway,Some college/university study without earning a degree,"Student, full-time;Employed, part-time","Hybrid (some remote, some in-person)","Developer, full-stack",,,,,Assembly;Bash/Shell (all shells);C;C++;Java;JavaScript;Kotlin;Python;Rust;Scala;SQL;TypeScript,Cockroachdb;PostgreSQL;Redis;SQLite,"No, and I don't plan to",,
70522,25-34 years old,Chile,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Other (please specify):,6,100 to 499 employees,44992.0,CLP	Chilean peso,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;Perl;Python,,"No, and I don't plan to",,
69030,45-54 years old,Norway,"Associate degree (A.A., A.S., etc.)","Employed, full-time",In-person,System administrator,2,"1,000 to 4,999 employees",60348.0,NOK	Norwegian krone,C#;PowerShell;SQL,Microsoft SQL Server,"No, and I don't plan to",,
82806,Under 18 years old,Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Student, full-time",,,,,,,HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,MongoDB;MySQL,Yes,Favorable,Somewhat distrust
5855,35-44 years old,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time",Remote,"Developer, back-end",,,,,Java;JavaScript;SQL,Microsoft SQL Server;MongoDB;PostgreSQL,"No, but I plan to soon",Unsure,Somewhat distrust
41332,Under 18 years old,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Student, full-time",,,,,,,C++;HTML/CSS;JavaScript;Python;Rust;SQL,Dynamodb;Microsoft SQL Server;MongoDB;MySQL,Yes,Favorable,Somewhat distrust
25621,25-34 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, front-end",5,100 to 499 employees,115000.0,USD	United States dollar,HTML/CSS;JavaScript;PHP;Python;TypeScript,,Yes,Very favorable,Somewhat distrust
10406,25-34 years old,,,,,,,,,,,,,,
73124,18-24 years old,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time;Student, part-time",In-person,"Developer, back-end",,,,,JavaScript,MongoDB,"No, but I plan to soon",Indifferent,Neither trust nor distrust
36228,25-34 years old,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Employed, full-time",Remote,"Developer, desktop or enterprise applications",6,"10,000 or more employees",102000.0,USD	United States dollar,C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,Cosmos DB;Microsoft SQL Server;MongoDB;SQLite,Yes,Very favorable,Neither trust nor distrust
7145,45-54 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, back-end",25,"10,000 or more employees",90000.0,USD	United States dollar,Groovy;Java;JavaScript;PowerShell,Couch DB;Microsoft SQL Server;Oracle,"No, and I don't plan to",,
36251,35-44 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Security professional,16,"5,000 to 9,999 employees",,USD	United States dollar,Bash/Shell (all shells);C;C#;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;VBA,Elasticsearch;Microsoft SQL Server;Neo4J;PostgreSQL;SQLite,"No, but I plan to soon",Indifferent,Highly distrust
74112,45-54 years old,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",32,20 to 99 employees,,EUR European Euro,Bash/Shell (all shells);Java;JavaScript,Oracle,Yes,Favorable,Neither trust nor distrust
27549,18-24 years old,Nicaragua,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Employed, full-time",Remote,"Developer, full-stack",2,100 to 499 employees,3286.0,NIO	Nicaraguan cordoba,C;C#;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;TypeScript,MySQL;PostgreSQL;SQLite,Yes,Very favorable,Highly trust
51777,25-34 years old,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, full-stack",6,"1,000 to 4,999 employees",12117.0,INR	Indian rupee,JavaScript;TypeScript,MongoDB,"No, and I don't plan to",,
86852,45-54 years old,Guatemala,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Employed, full-time",Remote,"Developer, full-stack",28,10 to 19 employees,,GTQ	Guatemalan quetzal,C#;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript;VBA;Visual Basic (.Net),Couch DB;Firebase Realtime Database;H2;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,"No, but I plan to soon",Very favorable,Somewhat trust
7310,55-64 years old,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, back-end",35,"10,000 or more employees",152039.0,AUD	Australian dollar,Bash/Shell (all shells);Go;SQL,BigQuery;Elasticsearch;H2;PostgreSQL,"No, and I don't plan to",,
15183,35-44 years old,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, QA or test",7,10 to 19 employees,,EUR European Euro,Groovy;Java;Swift,H2;IBM DB2;InfluxDB;PostgreSQL,"No, but I plan to soon",Indifferent,Somewhat trust
48442,55-64 years old,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,"Developer, front-end",15,100 to 499 employees,88478.0,CAD	Canadian dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,PostgreSQL,"No, and I don't plan to",,
46662,18-24 years old,Turkey,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Cloud infrastructure engineer,3,100 to 499 employees,19.0,TRY	Turkish lira,C++;JavaScript;Python;SQL,Cloud Firestore;Firebase Realtime Database;Microsoft SQL Server;MySQL;SQLite;Supabase,Yes,Favorable,Highly trust
70510,25-34 years old,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Student, full-time",,,,,,,C;C++,,"No, but I plan to soon",Very favorable,Highly trust
21996,35-44 years old,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",In-person,"Developer, full-stack",13,500 to 999 employees,36351.0,INR	Indian rupee,JavaScript;Python,PostgreSQL,Yes,Favorable,Somewhat trust
21909,35-44 years old,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, desktop or enterprise applications",16,100 to 499 employees,,TRY	Turkish lira,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;Visual Basic (.Net),Microsoft SQL Server;Oracle;Redis,Yes,Very favorable,Neither trust nor distrust
27791,25-34 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, back-end",3,"10,000 or more employees",137000.0,USD	United States dollar,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;Ruby;SQL;TypeScript;Visual Basic (.Net),Cloud Firestore;Cosmos DB;PostgreSQL;Redis,Yes,Favorable,Somewhat trust
15563,25-34 years old,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Data scientist or machine learning specialist,5,20 to 99 employees,48190.0,EUR European Euro,Python;SQL,BigQuery;MySQL,Yes,Favorable,Somewhat distrust
38125,35-44 years old,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,"Developer, back-end",13,100 to 499 employees,,EUR European Euro,C#;HTML/CSS;JavaScript;PHP;SQL;Visual Basic (.Net),MariaDB;Microsoft SQL Server,"No, but I plan to soon",Favorable,Somewhat trust
36831,18-24 years old,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",In-person,"Developer, full-stack",Less than 1 year,2 to 9 employees,,INR	Indian rupee,Assembly;C++;HTML/CSS;Java;JavaScript;Python,MySQL;Oracle;PostgreSQL;SQLite,"No, but I plan to soon",Favorable,Neither trust nor distrust
57329,Under 18 years old,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Student, full-time",,,,,,,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PHP;PowerShell;Python,,Yes,Favorable,Neither trust nor distrust
63036,25-34 years old,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Academic researcher,Less than 1 year,"1,000 to 4,999 employees",58899.0,EUR European Euro,MATLAB;Python,,Yes,Favorable,Neither trust nor distrust
14020,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, back-end",,100 to 499 employees,62069.0,GBP	Pound sterling,C#;Python,Cassandra;MongoDB;PostgreSQL,Yes,Indifferent,Highly distrust
79967,18-24 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, full-stack",2,"1,000 to 4,999 employees",38793.0,GBP	Pound sterling,HTML/CSS;Java;JavaScript;Kotlin;Ruby;SQL;TypeScript,H2;Microsoft SQL Server;Oracle;PostgreSQL,Yes,Favorable,Somewhat distrust
36786,35-44 years old,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Employed, full-time",Remote,"Developer, back-end",7,2 to 9 employees,120000.0,USD	United States dollar,Bash/Shell (all shells);Go;JavaScript;Python;SQL;TypeScript,MongoDB;MySQL;PostgreSQL;SQLite,Yes,Favorable,Neither trust nor distrust
26028,35-44 years old,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,DevOps specialist,10,20 to 99 employees,198000.0,USD	United States dollar,Bash/Shell (all shells);Go;Python,BigQuery;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,Yes,Favorable,Neither trust nor distrust
85024,45-54 years old,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, front-end",20,"1,000 to 4,999 employees",,EUR European Euro,C#;C++;HTML/CSS;JavaScript;Visual Basic (.Net),,"No, and I don't plan to",,
20331,18-24 years old,Netherlands,"Associate degree (A.A., A.S., etc.)","Student, full-time",,,,,,,C#;GDScript;HTML/CSS;Java;JavaScript;TypeScript,PostgreSQL;SQLite,Yes,Favorable,Somewhat trust
13381,35-44 years old,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Senior Executive (C-Suite, VP, etc.)",16,20 to 99 employees,171343.0,EUR European Euro,Bash/Shell (all shells);Java;JavaScript;Python;Ruby;Scala;TypeScript,Cassandra;Dynamodb;Elasticsearch;MySQL;PostgreSQL;Redis,"No, and I don't plan to",,
57479,25-34 years old,Italy,"Associate degree (A.A., A.S., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",9,20 to 99 employees,27843.0,EUR European Euro,C#;HTML/CSS;JavaScript;Swift;TypeScript,Elasticsearch;Microsoft SQL Server;MongoDB;SQLite,"No, and I don't plan to",,
41178,45-54 years old,Chile,Some college/university study without earning a degree,"Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",14,"5,000 to 9,999 employees",42492.0,CLP	Chilean peso,HTML/CSS;JavaScript;PHP;SQL;TypeScript,Microsoft Access;Microsoft SQL Server;MySQL,"No, but I plan to soon",Favorable,Somewhat trust
37223,25-34 years old,Finland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, front-end",4,"1,000 to 4,999 employees",65646.0,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;Scala;TypeScript,,"No, but I plan to soon",Favorable,Highly distrust
38133,45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, desktop or enterprise applications",23,"10,000 or more employees",,GBP	Pound sterling,C;C#;VBA,Microsoft Access,"No, and I don't plan to",,
22307,25-34 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Employed, full-time",In-person,"Developer, full-stack",5,2 to 9 employees,41765.0,EUR European Euro,Bash/Shell (all shells);C#;HTML/CSS;PHP;SQL,Microsoft SQL Server;SQLite,"No, but I plan to soon",Unfavorable,Somewhat distrust
47335,45-54 years old,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Engineering manager,23,,,,C;C++;Java;PHP,Elasticsearch;MariaDB;MySQL,"No, but I plan to soon",Indifferent,Somewhat distrust
58838,25-34 years old,Saudi Arabia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",System administrator,1,"1,000 to 4,999 employees",41569.0,SAR	Saudi Arabian riyal,Bash/Shell (all shells);JavaScript,PostgreSQL;Supabase,Yes,Indifferent,Neither trust nor distrust
19058,18-24 years old,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",2,20 to 99 employees,37481.0,EUR European Euro,Bash/Shell (all shells);JavaScript;PHP;Python;SQL;TypeScript,Microsoft SQL Server;MongoDB;PostgreSQL,Yes,Favorable,Somewhat trust
41721,25-34 years old,United States of America,Some college/university study without earning a degree,"Employed, full-time",In-person,"Developer, full-stack",6,20 to 99 employees,82000.0,USD	United States dollar,HTML/CSS;JavaScript;PHP;SQL;TypeScript,Cloud Firestore;Firebase Realtime Database;MariaDB;MongoDB;MySQL;SQLite,Yes,Favorable,Somewhat trust
67318,35-44 years old,Slovakia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",In-person,"Developer, full-stack",10,20 to 99 employees,,EUR European Euro,C;C#;HTML/CSS;Java;JavaScript;MATLAB;PHP;SQL;VBA,Microsoft Access;Microsoft SQL Server;MySQL;PostgreSQL,"No, and I don't plan to",,
68930,18-24 years old,Germany,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed;Student, full-time",Remote,Blockchain,,,,,Python;Solidity,,"No, and I don't plan to",,
13656,25-34 years old,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, mobile",10,"10,000 or more employees",85672.0,EUR European Euro,Bash/Shell (all shells);Java;Kotlin;Python;SQL,Cloud Firestore;Firebase Realtime Database;SQLite,"No, but I plan to soon",Indifferent,Somewhat distrust
958,25-34 years old,France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Employed, full-time",Remote,DevOps specialist,5,"10,000 or more employees",,EUR European Euro,Bash/Shell (all shells);Go;HTML/CSS;Java;Python;SQL;TypeScript,PostgreSQL;Redis;SQLite,"No, and I don't plan to",,
2443,35-44 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,Engineering manager,23,,,,C#;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net),Microsoft SQL Server,"No, and I don't plan to",,
79092,25-34 years old,United States of America,Some college/university study without earning a degree,"Employed, full-time","Hybrid (some remote, some in-person)",Other (please specify):,Less than 1 year,"10,000 or more employees",85000.0,USD	United States dollar,C;C#;C++;HTML/CSS;Lua;PowerShell;Python;SQL,Microsoft SQL Server;Oracle;SQLite,Yes,Indifferent,Neither trust nor distrust
35449,25-34 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, back-end",4,"1,000 to 4,999 employees",250000.0,USD	United States dollar,C#;Go;HTML/CSS;JavaScript;Python,Dynamodb;Elasticsearch;PostgreSQL;Redis,Yes,Very favorable,Somewhat trust
520,35-44 years old,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,Engineering manager,17,100 to 499 employees,,INR	Indian rupee,Python,Elasticsearch;PostgreSQL,"No, but I plan to soon",Favorable,Somewhat trust
34977,35-44 years old,United States of America,"Associate degree (A.A., A.S., etc.)","Employed, full-time",Remote,"Developer, full-stack",10,20 to 99 employees,96000.0,USD	United States dollar,HTML/CSS;JavaScript;PHP;SQL,MySQL,"No, and I don't plan to",,
71202,35-44 years old,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, front-end",1,10 to 19 employees,48600.0,USD	United States dollar,HTML/CSS;JavaScript;PHP;SQL,,Yes,Unsure,Somewhat trust
40512,35-44 years old,Belgium,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Employed, full-time",In-person,Academic researcher,15,"5,000 to 9,999 employees",91026.0,EUR European Euro,Python,,"No, and I don't plan to",,
